id,tweet,class
10070,"Hey if I stir a Spider, Rockstar, and Monster together and chug it, would I /definitely/ be hospitalized or just maybe? Asking for a friend",other
10074,Hey my folk. This nigger loving Jew boy @Deuterostomes asked if I was making death threats against his goat fucking people. Fuck him.,hate speech
10075,"Hey! I'm gonna get some sort of bird tattooed on my body, accompanied with an anchor/rope situation. No one's doing that right now, right?",other
10079,"Hey. @BarackObama. Don't be like a stupid white bitch in some horror movie asks #America to hide from #ISIS behind some chainsaws. M,kay?",hate speech
10080,"Hi Charlie, eating leftover candy? @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74",other
10090,Highhhhh watching dawn of planet of the apes #StonerNation #LifeComplete,other
10092,"His big ass smile, his eyes is chink.",hate speech
10104,Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,hate speech
10109,Hmu talmbout match but when I pull up its 30 other niccas wit ya &#128530;,other
10129,"Hoes thnk they ""won"" when the nigga thats ridin the fence start givin them a lil attention... what u won hoe? A wishywashy ass nigga? Oh.",hate speech
10136,"Hoi, fai moke hau!!!!",other
10139,"Hold all your ghetto labeled and endorsed vodka brands, you can rum me silly any day. 

#ShiverMeTimbers",other
10142,Holder&#8217;s Justice Department Isn&#8217;t Interested in the Facts in #Ferguson http://t.co/7vH4tyPMht These race hustling bitches are DISGRACEFUL.,hate speech
10145,Holy monkey balls its warm today,other
10148,Home to chicken and penne Alfredo and Oreos and banjo,other
10149,Homemade Soup is very good with vegetables on the side with crackers http://t.co/LiRwGwkdzE,other
10150,Homework and boonies date with Caitlin tonight&gt;&gt;,other
10156,Hood niggas and bitches love emojis lmfao,hate speech
10163,Horny called me asking her to buy her a drink this morning and then this jiggaboo walks in WITH A SONIC DRINK IN HER HAND #DONE,other
10167,Houston has so many trash drivers,other
10171,How about a Charles in Charge movie with Shia LeBouf as Charlie and Ryan Gosling as Buddy. #WhyNot.,other
10174,How bout them redskins?,other
10193,How is Angry Birds the movie going to work? They're just floating bird heads?,other
10194,How is that not a yellow on Ronaldo for full on body bumping the ref?,other
10195,How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,other
10196,How long are they going to let the fools in #Ferguson continue? Stop pussy footin' &amp; disperse them by WHATEVER means necessary!,other
10198,How many #Yankees players have 3K hits? You have to put #DerekJeter in the conversation for Best Yankee Ever. His numbers demand it.,other
10202,"How now, gung-ho?",other
10205,How the hell was David Murphy's hit not a home run?! Clearly over the yellow line. @MLB another umpire mess up.... Smh,other
10224,Hugs or Kisses? &#8212; Hugs. It gives you a warm fuzzy feeling. http://t.co/HRY3sVlwgs,other
10238,I I haven't watched a single episode of #LHHNY however I'm watching the reunion. This coon shit. I mean the levels of ratcheticity,other
10240,"I LOVE my 10 &amp; 5 but most days they remind me why birth control is important later in life.

I miss my ""baby bird""! Come home, 18!
@somehoee",other
10250,I ain't been to the fair since I was like 8 and I haven't wanted to go since then either for some reason. Too many niggers for me,hate speech
10276,I almost stepped on a bird running around the floor ah they are so creepy,other
10281,I already know you trash if being tatted is on the list of things you want in a nigga..,hate speech
10282,I also had a dream that I went to the FOB show and FOB was rude to me and @audizzle was getting badly hit on by some creep,other
10287,I always soprised dat I has mo while followers den colored,other
10289,"I am a Yankee by birth, and lived much of my life in north. I see no diff in level of racism @frendafox @melinwy @NoahCRothman",other
10290,I am a celestial body hello http://t.co/yKDRM9Ax69,other
10291,I am currently using a yellow marker that is literally called 'Spanish Orange' for this drawing of @Wikiparaz ; absolute perfection.,other
10292,I am extremely sad to have to admit that some of the best 21st century Arabic rhymes have been written by Jihadis,other
10307,I asked the name of the bird ancient Egyptians used as the sun of god Heru (Horus).The Pheonix (firebird).,other
10308,I ate a monkey. #AndNowIHaveEbola,other
10315,"I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc",other
10323,"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer",hate speech
10332,I be waking up on some new shit like fuck that bitch shit,hate speech
10345,"I been to mushroom mountain
Once or twice but who's countin'
But nothin compares
To these blue &amp; yellow purple pills&#128156; http://t.co/fMjlVMEqDO",other
10356,I bet you think you a no-chill savage huh. Fucking faggot @KILLSemaj,hate speech
10369,I can hear birds outside!!!,other
10370,I can hear my mom playing flappy bird in the living room &#128514;&#128514;,other
10371,I can hear the birds chirpin!,other
10372,"I can jig, but I can't jig jig. &#128514; like that new jigging got so much in it that you could do, you really gotta be in shape for it.&#128514;",other
10388,I can't blow bubbles or whistle. I'm basically retarded.,hate speech
10391,"I can't even find it in me to mock anymore. This is scary. This mass ignorance is terrifying. RT @KateElliottSFF Yes, alas, I agree.",other
10394,I can't fuck a scary hoe.,hate speech
10395,I can't fuck any ol bitch niggas be desert dicks out here&#128557;,hate speech
10401,I can't play flappy bird. It makes me angry.,other
10402,I can't sleep so ima watch Spongebob and eat crackers and peanut butter,other
10409,I can't take you serious if you wear colored contacts.,other
10414,"I can't wait to post the designs of my new walkout shirts, sweaters, and hats! Should have the official mock up done tomorrow. They're sexy.",other
10416,I can't wait to watch the saints put their weiner right in the cowboys butts . Dallas is trash,other
10417,I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. &#128557;&#128557;&#128557;&#128557;,other
10421,I cannot express how infinitely better the book is to this trash.,other
10426,I confess. I'm autistic or something. I thought #Aerosmith #DreamOn was #LedZeppelin until like yesterday....... #retarded,other
10431,I could go for a brownie right now,other
10436,I couldn't press send. That tweet about anchor babies was even too raw for me.,other
10442,I def got a few shades darker cutting my mama grass. There goes my yellow frame lol,other
10450,I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,hate speech
10453,"I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh",other
10457,I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey,hate speech
10461,I don&#8217;t talk trash regarding sports.,other
10465,I don't blame Crash for not sharing with you @geoffsheen760 you'll probably talk trash about it like you do food trucks #GeoffHatesPuppies,other
10498,I don't know what you been told but I love them project hoes,other
10499,"I don't know what's more stressful, midterms or flappy birds.",other
10513,I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl,other
10529,I don't want to deal with yesterday's trash! There's a reason it got thrown out in the first place,other
10532,"I done been to the top, I done sipped the juice/ and with that being said, bird crumbs will NEVER do!",other
10536,I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,hate speech
10548,I dont understand rich people who dress like trash,other
10572,"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.",hate speech
10574,I feel utterly retarded. Thanks big brother&#128563;&#128514; @Crawford96M,other
10580,I find it amusing that Senator @tedcruz is an anchor baby. #LMAO,other
10585,I forgot how white trash Texarkana was... Well it is arkansas so.... &#128514;,hate speech
10587,I found your arm in that trash receptacle and your leg in the mud down by that stream.You should consider keeping better track of your limbs,other
10588,I from the planet of apes king Kong clips,other
10599,I fucking hate you niggers bruh... http://t.co/OeTK4f94BO,hate speech
10603,I get a 50 pound bag of dawg for the mutts,other
10631,I got a uncle through marriage dude got hips like big momma I swear all the lil kids mock his walk and he don't even know it,other
10638,I got dirty birds hey shoot like Larry bird hey,other
10650,I got my eyes on this red bone,other
10669,I got to get the trash out and make breakfast for the Frau and start laundry so y'all be good till I get back. Cracker Out!,other
10680,I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.,other
10694,I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions,other
10702,"I hate ""chunky"" pasta sauce. KEEP PESKY VEGETABLES WAY FROM ME",other
10703,I hate Hashtag activism. No lie. I think 95% of it is trash.,other
10715,I hate all these industry fags. I hope they all get the Nigerian Summer Flu,hate speech
10717,"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&#128076;&#128075;",other
10728,I hate dumb bitches,hate speech
10729,I hate fat bitches,hate speech
10736,I hate my dog's name.. It sounds so ghetto. &#128528;,other
10747,I hate that I wake up early the morning after I drink. But the fact that there was a cold yellow gatorade in the fridge gets me so happy,other
10750,"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..",hate speech
10752,I hate that wee boy wae the squinty eyes in the game of thrones. #Suchaprick #hopehegetskilled,other
10755,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,hate speech
10756,I hate the white trash cops who raped and murdered my infant daughters and son.,hate speech
10778,I hate when black people try and be white so bad ... Your a nigger,hate speech
10780,I hate when females try to sound like bird heads,other
10794,"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you",hate speech
10799,I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.,hate speech
10801,I hate yellow jackets can't feel arms and back lol,other
10802,I hate you niccas! Lol http://t.co/NqSYeQhGOZ,hate speech
10805,I have a feeling tonight will be trash.,other
10810,I have never actually seen a yellow duck.,other
10811,I have no clothes that make me look like a redneck but I tried my best &#128514;,other
10816,I have really light colored eyebrows naturally and it's not ok,other
10819,I have to dress up tomorrow for mock interviews and I still don't know how to tie the tie &#128530;,other
10825,I hear the birds in the summer breeze; I drive fast; I am alone at midnight.,other
10826,I hear the same thing day in and day out.... its for the birds.,other
10833,I hope Charlie brought the lube for this test...,other
10836,"I hope the Yankees get Soriano, shoulda never gave him away for Alex Rodriguez",other
10837,I hope the trash I talk abt @CNN's poor product doesn't hurt my chances of getting hired as a legal correspondent. I was jk CNN.,other
10839,I hope you get eye cancer bitch.,hate speech
10842,I hopes dis don't come as a severe shock to use but I'm colored,other
10843,I ignore birds,other
10865,I just might buy myself an A-Rod jersey #NewYork #Yankees #MLB,other
10867,I just need the Yankees to win the pennant!,other
10869,I just put down a pan of brownies,other
10871,I just saw a man have a actual conversation with his bird haha,other
10877,I just wanna cuddle with my boyfriend under a fuzzy blanket &amp; drink hot tea and have my hair played with so I can go to bed.,other
10881,I just wanna slit this mf throat,hate speech
10885,I just want some Oreos &amp; milk honestly. Just stop by the store &amp; pick up some on your way back lol,other
10888,I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,hate speech
10889,I just want vanilla Oreos,other
10890,I just whipped up these #homemade #pickled #eggs while home being a cripple... Made with #garlic&#8230; http://t.co/0xKFnW3luF,other
10894,"I keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system.",other
10901,"I know I'm a hillbilly, but is there anything better than a big pot of beans and cornbread? Little hot sauce on top.",other
10910,"I know right. Get one guy out!! Man! @pjmclaugh: You had ONE JOB, Josh@Nobz13 Outman! #Yankees&#8221;",other
10911,I know righttt RT @dta_87: I hate fat loud bitches,hate speech
10924,I knows y'all white folk only be playin wit me. I colored and I knows my place,hate speech
10929,I learnt about birds as a child. Best time to learn @BBCRadio2,other
10933,I like Chinese buffets but I hate all the chinks,hate speech
10934,I like Rivers he talks a lot of trash you can tell he loves the game,other
10949,I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies,hate speech
10956,I like taking niggas hoes but I stop doing that &#9995;,hate speech
10957,I like the Yankees toinight -107 http://t.co/J4rhaMBu,other
10959,"I like to mock Apple, but I'm legitimately interested to see what their wearable looks like.",other
10961,"I liked a @YouTube video http://t.co/QGNHiLdTTv The Sock Fairy, a short film",other
10964,I live for two-bite brownies,other
10968,I look like a dusty bird today..,other
10975,"I love ""Butter"" by ATCQ, but I'd love it more if Q-Tip's hook was just looped for three and a half minutes instead of Phife's trash verses.",other
10978,I love Liv when she gets ghetto,other
10981,I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP,hate speech
10990,I love floating monkey heads as much as the next person but Active Surplus' website is just redonkulus. http://www.activesurplus.com/,other
10991,I love fuckin wit people. I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like&#8221; nigga im shittin likea goose,hate speech
10998,"I love how we can marry and still be the same queer, messy, funny, fabulous, dramatic community we've always been. Why I love us.",other
10999,I love jigg jigg&#128514;,other
11001,I love me some chunky babies &#128525;&#128525;,other
11006,I love the acoustic domes in the hallways. Favorite place to sing in public. No lie. http://t.co/G6Az9ryUbQ,other
11012,I love watching birds migrate. Wish I understood why it's such a peaceful sight.,other
11013,I love wearing fuzzy socks to work,other
11021,I luh to lick the middle like an Oreo,other
11022,"I luv watching gas monkey, they be havin some classics on there.",other
11027,I may or may not have at least 4 FOB related tattoos already planned out.,other
11031,"I mean most ppl confuse when to use ""to"" and ""too"", this nicca used the word ""two"" when he should've used ""to"" &#128530;",other
11034,"I mean...If you blow a foul there, it has to be a yellow in that situation no?",other
11038,I miss Twinkies and Susie Qs. Tragic loss to society. What is next? Pixie Turtles?,other
11043,I miss my monkey &#128533;,other
11045,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,hate speech
11053,I need a Spanish WOMAN. They don't have ghetto names. They can cook. They down with u till the casket and they curvy.,other
11060,I need a cowboy killer and a cold one about now. @mr_dtb probably too tired tho to get down.&#128541;,other
11062,I need a heated bra because my nips hurt so bad!,other
11065,I need like 43 fuzzy blankets to sleep &#128525;&#128139;,other
11069,I need sleep but can't seem to get that place that let's you clam down and sleep :(,other
11074,I need to chat with @SpaceJam_Teeg . Where dat nicca at? Lol,hate speech
11076,I need to pick between two wigs. The agony. ;__; My cute multi-colored bob or my red Stevie Nicks curly one?,other
11079,I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.,hate speech
11084,I nicknamed Lux Coach K because without him we would of never heard of Duke lol Charlie,other
11094,I openly admit to being the level of white trash that will drive across town to the gas station with free hot dogs &amp; half price drinks.,other
11098,I pictured Angus running up the side of FOB Sharana with every day in Afghanistan @ReturnTo1776 http://t.co/zj1MK6w7EF,other
11100,I prefer Jameis Winston to not speak on TV at all. Damn coon.,hate speech
11106,I rather watch the oak cliff redskins and oak cliff comets play hell,other
11114,I really get upset when my lightskin friends have another cute dark skin sidekick..like Im supposed to be the only cute darkie u hang wit &#128545;,hate speech
11121,I really just want to kill some towel head terrorists already &#128530; can high school be over now please?,hate speech
11124,I really want a girl to make me some brownies &#128553;&#128557;,other
11125,I really want a sports star to get a pet monkey and name him Achilles.,other
11131,I remember laying on a hospital bed after being shot ranting about how coconut shrimp was trash.,other
11133,I remember the VA Tech band called us planet of the apes. I was ready to flip,other
11139,I rescued a baby bird &#128035; http://t.co/Ad7yy4CuQt,other
11143,I said middle school days as in the ghetto way people... &#8212; and what I am nor here to impress you what are you go... http://t.co/qYpvIKcRfY,other
11154,I see u jigga!!!! Hillary $wankin,other
11155,I see ya big Boi in the Oreo V's,other
11159,I sho do miss my Uncle Tom,other
11166,I should start wearing beanies more,other
11169,I show do like The Jeffersons. Dat George make me wanna open up a dry cleaning stow and call all da white folk honkey,other
11185,I still can't understand why we don't dump our trash in the ocean. it's pretty big and it'd surely be cheaper than launching it into space.,other
11188,I still think snap chat for faggots and High Schoolers,hate speech
11211,I swear the people cleaning the office switch what side the trash vs recycling cans are on on purpose to mess with me.,other
11212,"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""",hate speech
11225,I talked to some birds... I fell in love again..,other
11237,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,other
11241,I think I'll have salad bar for lunch today. Gotta make up for the birthday brownies somehow... #LastHurrahThenDietStarts,other
11242,I think I'll just eat this brownie and pass out,other
11244,I think I'm gonna walk around the house free as a bird.,other
11247,I think about the fact that dinosaurs evolved into birds every time I eat chicken. Dinosaurs are delicious.,other
11251,"I think dat @Miss_Facetious called me a nigger!
What do move away from da dark side mean?",hate speech
11255,I think this nigga retarded G,hate speech
11264,I thought she was albino tho &#128563;,other
11268,"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman",other
11274,"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",other
11275,I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.,other
11283,I uploaded a @YouTube video http://t.co/8rLE3JNr GOProud Makes Money Out of Twinkie Crisis in Free Market Spirit,other
11284,"I uploaded a @YouTube video http://t.co/JHUuZpgr UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and",other
11286,I used to chug vodka and orange juice. I also used to chug vodka and gatorade... I used to chug vodka.,other
11287,"I used to get GRs a lot, tho. maybe that's why my soles cracked so much... http://t.co/lRCb0vabiG",other
11288,I used to picture him coming up the wadi to FOB Sharana with a barrel of brandy for me @iiarwatch,other
11300,I wanna go to a trash talk concert,other
11302,I wanna try pot brownies.,other
11303,I want Oreos!! Who can help me,other
11304,I want a cowboy killer,other
11305,I want a four loco right now so I can chug it and go straight to sleep.,other
11307,I want a slope job so I can get away from everything and be by myself for two weeks. I hate being around people unless they are my friends.,other
11313,"I want some cookies, brownies and ice cream. &#128523;",other
11315,I want some monkey bread &#128553;&#128588;,other
11316,I want some monkey bread.,other
11319,I want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable.,other
11326,"I was accused of never taking a full front face shot, so here is one. No slant or angle or nothing. :) http://t.co/yCuVyPV1n0",other
11332,"I was flying down the slope and just rammed into this small Asian boy, kid got up like a champ and walked it off",other
11338,I was in love with Charlie &#128553;,other
11341,I was informed about a bird (pheonix) today that I could not find a physical image of.All paintings.Mythological or extinct?,other
11348,I was told never fold &amp; never sell my sole,other
11355,"I wasn't calling you a faggot, but you are one lol.",hate speech
11359,I went outside and got mad bc this weather is trash,other
11360,"I went to see This is Where I Leave You, at a movie theater with tables and real food! It was fun. I ordered a brownie dessert. :P",other
11361,"I wept when #ThurmanMunson died, and I weep 35 years later. #Captain #Yankees",other
11384,"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan.",hate speech
11401,I wonder how many Yankee fans are hurt that Derek Jeter is out until after the all star break lmao &#128514;,other
11403,"I wonder if that Latino strategy is working?@TPM: GOPer doubles down on ""wetbacks"" but backpedals on ""shoot on sight"" http://t.co/QwlPxxsUIb",hate speech
11410,"I would bitch about the weather being bipolar, but I'm just gonna appreciate how nice it is instead",other
11414,I would describe @whatupag's work as blaxican.,other
11416,"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 

JK 

Just trolling

Fags",hate speech
11417,"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe",other
11423,"I would went in on that ref hell, with a post game interview saying he called me sad and trash.",other
11433,I'd be the best at owning a bird. I could teach them the funniest things to say.,other
11434,I'd do anything for an Oreo vanilla bean drink from dunkin &amp; a chocolate chip muffin from there too..I'm starving &amp; that sounds so good now.,other
11439,I'd kill to meet Charlie Sheen.,other
11442,I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl,other
11444,I'd rather hear Neal DeGrasse Tyson tell me about scientific mistakes in their assumptions than some WASP... http://t.co/tLec4vKUYd,other
11448,I'll be a Yankee fan forever,other
11460,I'll give you a baby zebra girl.,other
11464,I'll let u clam on top and let dat nookie pop I'm in dat cookie jar I ain't no rookie girllll,other
11475,"I'm 81 and I still eat animal crackers

 #EMABiggestFans1D",other
11476,"I'm Camera Shy, Don't Talk on Phones and Love when it rain.....If youn kno the life you wouldn't understand",other
11478,I'm Hun-gry,other
11479,I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver,other
11503,"I'm a redneck, but without the homophobia and racism",other
11505,I'm a sucker for colored eyes &#128532;&#128532;,other
11511,I'm about to post my Charlie Clips vs Yung ill rap battle review in a few,other
11517,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe,hate speech
11519,"I'm an 18 year old gay driving through the back roads of redneck Virginia blasting Cheetah Girls. If that doesn't scream sitcom, what does?",other
11541,I'm definitely watching that mook/ lux battle today damn it!!!,other
11551,I'm finna see the Yankees win a baseball game,other
11560,I'm getting sleepy and my phone is acting retarded...,other
11570,"I'm going to dress up as trash for Halloween. Oh wait, I look like that everyday.",other
11572,"I'm going to sell my iPhone and both my Macs, I don't support faggots.",hate speech
11574,I'm gonna be ghetto and color over the stain with a sharpie ctfu,other
11581,I'm hooked on monkey phonics.,other
11584,I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.,other
11590,I'm jus a trill nicca mane,other
11600,I'm just sitting here waiting for twitter to explode once this Yankees game ends,other
11601,I'm just tryna get to sleep before the birds start getting rowdy.,other
11602,I'm just upset they got faggots on this show,hate speech
11609,"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived.",hate speech
11611,I'm making pollo a la brasso today,other
11621,"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?",other
11626,I'm not from the ghetto.,other
11631,I'm not really a phone kinda guy.. I actually hate talking on the phone &amp; texting kinda trash to me also.,other
11636,"I'm not weird, you're just a faggot",hate speech
11637,I'm obviously not talking about CoD because that game is for queers.,hate speech
11640,I'm okay with rasor talking trash,other
11665,I'm seeing more &amp; more niggers migrating further up liberty rd... smh,hate speech
11683,I'm so sick of u niggers...,hate speech
11690,"I'm starting to not like meek, this nig a lil to arrogant for me",hate speech
11697,I'm such a retard sometimes.,other
11698,I'm sure @AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. https://t.co/zkqg5WfE5R,hate speech
11703,I'm the biggest redskins dam right now if they get this stop,other
11730,I've got a birds eye view of all the secrets you keep.,other
11732,"I've got saltine crackers and red wine here. Is it possible to DIY a communion? I, uh, haven't been to church in awhile. #tbtweets",other
11734,I've never had a Twinkie.,other
11736,I've pretty much eaten an entire box of my nephew's cheese nips. I only feel bad a little.,other
11737,I've seen #MajorLeauge with Charlie Sheen...........and the #Giants committed sin when they worshipped #barrybonds as a batting coach&gt;,other
11741,"I, for one, welcome our new Eastern Panhandle overlords, and hope they do a better job than the yokels who got us here in the first place.",other
11744,ISIS Jihadis Discuss &#8216;Buying And Selling&#8217; Yezidi Girls As Slaves http://t.co/UoPgIPOpWS #tcot #pjnet,other
11745,"ISIS Jihadis In Australia Shoot Man In The Face, Chanting &#8216;ISIS Will Stay&#8217; http://t.co/xyzXv5LZs1 #tcot #pjnet",other
11746,ISIS Supporters in America: The Jihadis Next Door http://t.co/u0YHWkD34c http://t.co/0XHPbRL9EQ,other
11764,Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail,other
11777,"If Ashton is trash then what does that make me! Come on guys someone like Ashton can't be trash, he makes too many people smile!!",other
11789,"If I ever committ a crime, you can cite LVL as being the sole influence.",other
11802,If I were a kid today...Michelle Obama's lunch would wind up in the trash can,other
11805,"If I'm legit trying, the WORST thing you can do is try and play games with me. You'll get the bird sooo fast.",other
11809,"If Temple beats Rutgers today, I will be a happy clam.",other
11824,"If a spic ever talks to a white person and the white person kills them, it's self defense.",hate speech
11829,If anyone wants to bring me a sweet tea to my party.. That'd make my bday perfect.. Well that and cracker barrel &#128525;&#128525;,other
11832,"If ever sports seemed scripted , this ending to this Yankee game proved it",other
11841,If i wasn't a Yankee fan i probably would be a SF Giants fan LOL,other
11852,If only I dated a girl that lived off Mack Road I could just get the holy trinity of Sacramento ghettos on a daily basis,other
11867,"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth.",hate speech
11868,If someone is part of 'James X' then he's a white trash cultist.,hate speech
11869,"If someone pushes you too hard today, they may be surprised ho... More for Capricorn http://t.co/3kpy22pi0E",other
11874,"If the @Yankees get Dempster, they just look like they're getting older. #smh Bring some youth!!! #mlb",other
11875,"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb",other
11876,"If the crust ain&#8217;t graham cracker, keep that pie",other
11886,If train officers that are wearing body armor stand back to watch the smoke clear. Why does every gun ho wanna be... http://t.co/cuLyANyQ,other
11900,If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!,hate speech
11906,If you a hoe ima treat you like one just like if you're a good girl ima treat you like one. I don't discriminate,other
11914,"If you are descended from anything less than European nobility and/or royalty, then you are non-titled common gutter trash.",other
11923,If you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash,other
11928,"If you enjoy hunting for sport, then you're trash. If you hunt for food, you deserve to starve.",other
11949,"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?",hate speech
11953,"If you must call me a cracker, please call me a Cheez-It, not a saltine.",other
11962,"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.",hate speech
11972,"If you think that the term #redskins being offensive is a political issue, you are ignorant.",other
11979,"If you would have followed George Washington in 1776, it means that you're white trash.",hate speech
11987,"If you're not directly descended from European royalty and upper nobility, then you're not fully human. You're just common gutter trash.",other
11990,"If you've ever been to drunk to fish, you might be a redneck",other
11998,Iggy is trending. Twitter's trash today.,other
11999,Igot to level 21 so far on flappy birds smh,other
12015,Im a twat,other
12027,Im glad I met this chick. Reminds me the trash I left behind,other
12031,Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,other
12046,Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW,other
12051,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,hate speech
12057,Im telling you man! RT @KfromtheG: Roethlisberger got his record expunged and became trash.,other
12084,Ima trash @ForeverMEM85 in fantasy,other
12112,In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,other
12113,Inbed eating left over poppadom. #livinthedream,other
12118,Indiana lost to Bowling Green. Big Ten continues to be trash.,other
12121,"Inspiring a huge crowd of tourists to sit and watch the ""wild meadow rats"" over here by the trash cans. Cameras are out. There is gasping.",other
12125,International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/NPVP80gFh6,other
12126,International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XEzf7Cj5qT,other
12127,International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XiZRs7ATWL,other
12128,International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/KhSV319gh9,other
12129,International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/zIBNJMIILJ,other
12130,Ion care fuck that hoe &#9996;&#65039;,hate speech
12135,Ion kno wat kinda spring clothes imma get my yung nicca dis year we ain't doin da polo dis year gotta offset em wit sumthin else,other
12146,Iont see how some of you niggas fags!!,hate speech
12149,Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/3FyoSi28Jm via @worldnetdaily,other
12150,Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/YfUbgwQ4tw via @worldnetdaily,other
12154,Is Yankee in a good mood today or what,other
12156,Is dare any colored players in hockey?,other
12157,"Is it just me or is Hicks saying ""bung beds""? @RonandFezSXM",other
12158,Is it weird licking your own nip?,other
12164,Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.,hate speech
12165,Is there a looser #college town than #BTown ??? If yes id like to visit #IU #hoosiers,other
12175,Islamic Jihadis run away to Pakistan @PureMonotheist @BemetOr8 #UniteBlue,other
12177,It ain't April Fool's yet.. &#171;@IGiveEmNathan Jay Z trash&#187;,other
